origin_text,random_text,label
所以你好好地想要怎么做，如果要我帮甚么忙随时都可以告诉我。,所以你好好得想要怎么做，如果要我帮甚么忙随时都可以告诉我。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可是，当事情发生了、我们应该以正面的态度去面对。,可是，当事情发生了、我们因改以正面的态度去面对。,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
我觉得你应该利用这个机会更充实自己的生活。,我觉得你因该利用这个机会更充实自己的生活。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你多出来的那三天，可以去找一些自我培养的课程，多学一些新的才能。其实现在外面有许多这种资源。,你多出来的那三天，可以去找一些自我培养的课程，多学一些新的才能。其实现在外面有许多这种支援。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
或者是你也可奉献你的时间帮助别人。做一些好事，协助他人，真的能带来许多的快乐和满足给自己。,或者是你也可奉献你的时间帮助别人。做一写好事，协助他人，真的能带来许多的快乐和满足给自己。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他们只能有两个选择：接受降薪或自动离职。,他们只能有两个选择：接受降新或自动离职。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
以前在大学的时候，都是你鼓励我们，现在我们更鼓励。加油。你做得到！,以前在大学的时候，都是你鼓励我们，先宰我们更鼓励。加油。你做得到！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我劝告你千万不要放弃，要再接再厉继续认真地追求上班。,我劝告你千万不要放弃，要再接再厉继续认真得追求上班。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
现在他们没办法付房租所以他们回到爸爸妈妈的家，所以他们的房东也没收到房租的钱就不能汇银行的款！,现在他们没办法付房租所以他们回到爸爸妈妈的家，所以他们的房东也没收到房租的钱就不能贿银行的款！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
你的回答我收到了，谢谢。,你的回答我受到了，谢谢。,0 0 0 0 0 1 0 0 0 0 0 0
幸亏我的行业被目前的经济衰退只是所掠过的而已。,辛亏我的行业被目前的经济衰退只是所掠过得而已。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
你说的是对，跟那些失业的人比起来你也算是幸运的。,你说的是对，跟那些失业的人比起来你也算是辛运的。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
我表妹的先生也失去了他的工作。因为这样房租也太高了，而决定了去借宿他父亲的家。,我表妹的先生也失去了他的工作。因为这样房租也太高乐，而决定了去借宿他父亲的家。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
看金融危机的深度，可以预见的几年好像现在的情况无法转好。我们必要早一点适应扭曲的现况。,看金融危机的深度，可以预见的几年好像现在的情况无法转好。我们必要早已点适应扭曲的现况。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
只有打算朋友之中过一段无忧无虑的时间，最重要的是让大家轻松一点。,只有打算朋友之中过一段无忧无虑的时间，最重要的事让大家轻松一点。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
所以你也不要太在意，利用这个好机会放松一下，跟朋友在一起回忆过去的好日。,所以你也不要太在意，利用这个好机会放松一下，跟朋友在一起怀忆过去的好日。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我们能做的就是更加努力地工作，更好地提高自己的能力，从而能在这样越来越激烈的斗争中继续保有自己的工作。,我们能做的就是更加努力的工作，更好的提高自己的能力，从而能在这样越来越激烈的斗争中继续保有自己的工作。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我想这次的危机未必不是一个很好的转机，你可以把握这个机会给自己充电。,我想这次的危几未必不是一个很好的转机，你可以把握这个机会给自己充电。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你也可以给自己放假，现在好好休息，等到经济恢复时，你就可以好好的干一番事业了。,你也可以给自己放假，现在好好休息，等到经济恢复时，你就可以好好的干一番事业了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
孩子现在也要上高中了吧，你还可以辅导他的学习。,孩子先在也要上高中了吧，你还可以辅导他的学习。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可是对富翁们来讲没有很大的影响，影响都在平民跟老百姓吧，这样使贫富差距更大。,可是对富翁们来讲没有很大的影响，影响都在平民跟老板性吧，这样使贫富差距更大。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
这次的全球经济衰退，对我来说也有影响，使得薪水减少、工作天数变少等。,这次的全球经济衰退，对我来说也有影响，使得新水减少、工作天数变少等。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
在这种情况下，反而物价变高，食物价格在涨，水电费和油价也一样，真的每天过著辛苦的一天。,在这种情快下，反而物价变高，食物价格在涨，水电费何油价也一样，真的每天过著辛苦的一天。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我们只好先过著这样的生活，等到经济恢复，我们就可以过著跟以前一样的生活。,我们只好先过著这样的生活，等到经济恢复，我们就可以过著跟已前一样的生活。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
我觉得你可以利用空档时间，找个家教、临时打工也不错，或者利用现在多多休息，等到经济恢复经济之后，再努力工作就可以的。,我觉得你可以利用空堂时间，找个家教、临时打工也不错，或著利用现在多多休息，等到经济恢复经济之后，在努力工作就可以的。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
我们可以积极找另外一份工作，使得我们的生活匆忙，人就是要匆忙地生活，才会有意义的，偶尔给自己发洩压力。,我们可以积极找另外一份工作，使得我们的生活匆忙，人就是要匆忙的生活，才会有意义的，偶尔给自己放洩压力。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
我当时匆匆忙忙的银行生活，在两个月内就变得很悠閒，每天默默地待在家里电话旁，等待银行来电。,我当时匆匆忙忙得银行生活，在两个月内就变得很悠閒，每天默默的待在家里电话旁，等待银行来电。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
认识你这么多年了，我知道你很有才分与经验，也知道你对你现在的工作有感到兴趣。,认识你这么多年了，我知到你很有才分与经验，也知道你对你现在的工作有感到兴趣。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
那样，你就不但能够享受你喜欢的工作，也可以赚到比较多薪水，支持你的家庭。,那样，你就不但能够享受你喜欢的工作，也可以钻到比较多薪水，支持你的家庭。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为二十年前，我的父母亲都已经过世了，很贫穷的我也只能够依靠自己存下来的钱。,因为二十年前，我的父母亲都已经过时了，很平穷的我也只能够依靠自己存下来的钱。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
很多人都说再经过一两年，台湾的经济就会慢慢地变好，如果你坚持下去，保持乐观的态度，我保证你一定会得到好成果。,很多人都说再经过一两年，台湾的经济就会慢慢的变好，如果你坚持下去，保持乐观的态度，我保证你一定会得到好成果。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我的公司有两名员工也被裁员了，因此他们打算要一起创业当老板，还邀请我来参加开幕呢。,我的公司有两名员工也被裁员了，因此他们打算要一起创业当老板，还邀请我来参加开募呢。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
最近我正在筹备我的生日会，我准备了很多节目，还有你喜欢的蛋糕，到时候你记得来参加。,最近我正在筹备我的生日会，我准备了很多节目，还有你喜欢的蛋糕，到时后你记得来参加。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
谢谢你，让我期待你的生日会，愉快得过时间，感谢。,谢谢你，让我请待你的生日会，愉快地过时间，感谢。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
从我的生日会以来，我们很久没见面，所以我很高兴！,从我的生日会以来，我们很久没见面，所以我恨高兴！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
天哪！你的公司正在实施「无薪假」，而且那么多的假日。,天那！你的公司正在实施「无薪假」，而且那么多的假日。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为家庭的经济情况不好，父母不能缴学费，所以孩子不能去上学校，我觉得这个问题是孩子没有关系，大人造成了悲剧。,因为家庭的经济情况不好，父母不能缴学费，所以孩子不能去上学校，我觉得这个问题是孩子没有关系，大人造成了非剧。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
还记得有一次，在你的生日晚上，我们把你扔到水池吗？,还记得有一次，在你的生日晚上，我们把你仍到水池吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
我身边的很多朋友们，也都受到金融风暴的影响，不是失去工作就是被要求「无薪假」。,我身边的很多朋友们，也都受到经融风暴的影响，不是失去工作就是被要求「无薪假」。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我也觉得这件事，如果再这样下去，大家都会面临困难。,我也觉得这件事，如果在这样下去，大家都会面临困难。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
所以我决定要努力地把我的专业学好，也要继续学好中文，这样就算是再一次的金融风暴也不会影响到我们。,所以我决定要努力的把我的专业学好，也要继续学好中文，这样就算是再一次的金融风暴也不会影响到我们。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我的生日那天，我没有邀请太多的人。我们可以开心地庆祝好之后，就一起来规划我们的未来。,我的生日那天，我没有邀请太多的人。我们可以开心的庆祝好之后，就一起来规划我们的未来。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
那天我订了我们以前很喜欢一起去的馆子，就一起好好叙叙旧吧！,那天我定了我们以前很喜欢一起去的馆子，就一起好好叙叙旧吧！,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
原来是本校一个行动不便的残障学生，一手撑著被狂风吹得东歪西倒的雨伞，另一手艰难地在湿滑的水泥地上滚动轮椅的轮子。,原来是本校一个行动不便的残障学生，一手撑著被狂风吹得东歪西到的雨伞，另一手艰难地在湿滑的水泥地上滚动轮椅的轮子。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
但是，他们的老板想出一个办法，他决定训练自己的成员，让他们更进一步地发展。,但是，他们的老板想出一个办法，他决定训练自己的成员，让他们更进一步的发展。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
俗语说得好：「读书破万卷，下笔如有神」的这句话很符合我现在的情况，因为我现在看很多不同哲学有关的书籍。,俗语说的好：「读书破万卷，下笔如有神」的这句话很符合我现在的情况，因为我现在看很多不同哲学有关的书籍。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我认为你还是不要太难过，好好得用这个机会来培养自己的兴趣，并且做自己有兴趣的事情。,我认为你还是不要太难过，好好的用这个机会来培养自己的兴趣，并且做自己有兴趣的事情。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她的公司面对破算的危险，她的公司告诉她不需要去上班，因为你一样的事情。公司给她两个月的放假。,她的公司面对破算的危险，他的公司告诉她不需要去上班，因为你一样的事情。公司给她两个月的放假。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
简单地说，他每天先去各地在路上问民众问题，然后回公司写草稿。,简单的说，他每天先去各地在路上问民众问题，然后回公司写草稿。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我收到你寄给我的信。最近全球经济不景气，大家都收到这个影响。,我受到你寄给我的信。最近全球经济不景气，大家都受到这个影响。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
我爸爸想找新的工作，不过他没有甚么一技之长，也不太会打电脑，所以找新的工作好像很难。,我爸爸想找新的工作，不过他没有甚么一枝之长，也不太会打电脑，所以找新的工作好像很难。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我建议你多活用现在你有的三天的放假的时间，比如说，你趁著这些时间可以去学电脑、外语、商业等。,我建议你多活用现在你有的三天得放假的时间，比如说，你趁著这些时间可以去学电脑、外语、商业等。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
大明啊你知道吗？之前我的公司也受到经济的影响所以都没有工作也放无薪假，我每天都烦恼，怎么让公司的生意会好起来呢！,大明阿你知道吗？之前我的公司也受到经济的影响所以都没有工作也放无薪假，我每天都烦恼，怎么让公司的生意会好起来呢！,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我的公司是作油压的。而且我当一个组长压力会很大。,我的公司是作油压的。而且我当一个组厂压力会很大。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
后来我才想到一个好方法就是广播我公司的产品在网路上。,后来我才想到一个好放法就是广拨我公司的产品在网路上。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
所以你不用担心景气会慢慢好起来的。大明啊你要加油。自己要努力才能成功,所以你不用担心经气会慢慢好起来的。大明阿你要加油。自己要努力才能成功,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我看到那些没有工作的人，真的好可怜，有一顿没一顿的。,我看到那些没有工作的人，真的好可怜，有一吨没一吨的。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
那时候你就可以正常地上下班，你要忍耐一下，我希望你公司很快就恢复起来。,那时候你就可以正常的上下班，你要忍耐一下，我希望你公司很快就恢复起来。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我很高兴收到你的信，同时也替你担心。,我很高兴受到你的信，同时也替你担心。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我跟你说，你一个礼拜只上两天班，那你要不要看一下在其他时间打工下下。,我跟你说，你一个礼拜只上两天办，那你要不要看一下在其他时间打工下下。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你知道你比起那些没有工作的人还是很幸运，那你要更好好地工作，知道吗？,你知道你比起那些没有工作的人还是很幸运，那你要更好好的工作，知道吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
因为我好想证明自己，所以拼命去找很大的交易机会，结果签了合同后，才发现自己被骗，总价值合同快到新台币五亿元。,因为我好想证明自己，所以拼命去找很大的交易机会，结果检了合同后，才发现自己被骗，总价值和痛快到新台币五亿元。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
本来这间公司遭遇经济上的困境时，除了倒闭以外没有其他的方法了。,本来这间公司遭遇经济上的困境时，出了倒闭以外没有其他的方法了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
根据媒体的报导，他们公司的老板主动地付出自己财产后，登高呼吁著要求大家的参与。,根据媒体的报到，他们公司的老板主动地付出自己财产后，登高呼吁著要求大家的参与。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为时间的关系，都极少和家人相处，就趁著这个机会顺道和家人好好地去玩玩，放松一下心情，这何尝不是件好事呢。,因为时间的关系，都极少和家人相处，就趁著这个机会顺道和家人好好的去玩玩，放松一下心情，这何尝不是件好事呢。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
爸爸刚开始也和你现在一样，但是因为妈妈，家人的鼓励和支持，爸爸还是努力地找寻新工作。,爸爸刚开始也和你现在一样，但是因为妈妈，家人的鼓励和支持，爸爸还是努力的找寻新工作。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
由于年纪已经不轻，所以要再重新找一份工作，对他来说是如此艰难的事啊！,由于年纪已经不轻，所以要再从新找一份工作，对他来说是如此艰难的事啊！,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我同意现在全球经济危机影响到每个人，还好我们有工作呢。,我同一现在全球经济危机影像到每个人，还好我们有工作呢。,0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为我妈妈从蒙古来了，这几天带她去医院。还要做的事情很多，累得不得了。,因为我妈妈从蒙古来了，这机天带她去医园。还要做的事情很多，累得不的了。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
所以你不要想你很惨了，让自己开心一点。,所以你不要想你很参了，让自己开心一点。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
我听到我们公司要实无薪假后我每天准备自己的中餐带去上班，这样很划算也有觉得比较干净。,我听到我们公司要实无薪价后我没天准备自己的中餐带去上班，这样很好算也有觉得比较干净。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
而且把车子都在放著，上下班的时候坐公车。,而且把车子都在放者，上下班的时候座公车。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
有的时候如果下班时天气好的话，用走路回家。一边运动，一边省钱，也可以说帮助环保环境。,有的时候如果下班时天气好的话，用走路回家。一边运动，一边绳钱，也可以说帮助环报换境。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0
还有要跟你说一件好事，全球经济危机帮我瘦３公斤。,还有要跟你说一件好事，全球经济危机帮我瘦３工斤。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
这是我们共同的困难阶段，你不是常常跟我说雨后是彩虹吗？,这是我们共同的困难阶段，你不是常常跟我说雨后是彩虹码？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
欸？为什么这么坏的情况？,欸？为是么这么坏的情况？,0 0 0 1 0 0 0 0 0 0 0 0
之前我也有经历过「无薪假」，那时我的孩子也还很小，每天都过得节省。,之前我也有经历过「无薪假」，那时我的孩子也还很小，每天都过的节省。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
在那时候，有一些我在教会认识的兄弟姊妹有来过我们家，谈谈我那时候的家里状况。,在那时后，有一些我在教会认识的兄弟姊妹有来过我们家，谈谈我那时后的家里状况。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
我有一位在世界展望会工作的朋友想让你认识，他非常地有爱心，几乎每个礼拜都会上山，帮助部落的灾区们，他说他想你聊一聊。,我有一位在世界展望会工作的朋友想让你认识，他非常的有爱心，几乎每个礼拜都会上山，帮助部落的灾区们，他说他想你聊一聊。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为表哥说现在他遇到的问题是一个大考验，所以他应该必须很正面地面对这个大考验以及不断地努力去解决它。,因为表哥说现在他遇到的问题是一个大考验，所以他应该必须很正面地面对这个大考验以及不断的努力去解决它。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
薪水少很多和工作天也变少，用另外角度来想，当作给自己的休息时间。,薪水少很多和工作天也变少，用另外角度来想，当作给自已的休息时间。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
要是还想赚更多钱，周末的时候也可以工作。,要是还想赚更多钱，周末的时候也可以工作。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
反正在摆路边摊的人之中，百分之七十有学士学位，有些甚至还有硕士或博士学位，这个现象已经算很普遍了。,反正在摆路边摊的人之中，百分之七十有学士学位，有些甚至还有硕士或博士学位，这个现象已经算很普骗了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我们可以聊以前上学时的事情，开开心心地聊。,我们可以聊以前上学时的事情，开开心心的聊。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我没想到你们台南的公司的问题这么大！我们台北的还好，因为我工作的时间还很正常。,我没想到你们台南的公司的问题怎么大！我们台北的还好，因为我工作的时间还很正常。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
有一天，他们爸爸回家的时候非常难过。妈妈问他：「怎么了？」,有一天，他们爸爸回家的时候非常难过。妈妈问她：「怎么了？」,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
妈妈说：「为什么这个事情会让他这么难过呢？」,妈妈说：「为什么这个事情会让他怎么难过呢？」,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
请你先不要放弃！你可以利用在家里的时间想一想你未来最想要做的是什么？,请你先不要放弃！你可以利用在家理的时间想一想你未来最想要做的是什么？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果你真觉得受不了，请你赶快把你最重要的东西准备好，马上来台北找我！,如果你真觉得受不了，请你刚快把你最重要的东西准备好，马上来台北找我！,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
除了两个礼拜上班以外我都在夜市做生意，夏天的时候我卖一下饮料，可是这几天冬天就来了，所以我已经换过卖一些热的甜汤。,除了两个礼拜上班以外我都在夜市做生意，夏天的时候我买一下饮料，可是这几天冬天就来了，所以我已经换过买一些热的甜汤。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
生意不是很好的，但是根「无薪假」的时候比起来好多了。,生意不是很好的，但是根「无新加」的时候比己来好多了。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0
我爸爸说他年轻的时候大家都失业，没有工作。,我爸爸说他年经的时候大家都失业，没有工作。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
